ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
fin-6005631,fin,CARPAL,24824,2005-01-02,2005,2005,24824,0,"499  Other professional services not otherwise specified","CARPAL LTD."
fin-8027165,fin,"FINANCIAL TIMES LIMITED",12080.47,2012-12-15,2012,2013,12080.47,0,"361  ELECTRONIC SUBSCRIPTIONS","Financial Times Limited"
fin-7003946,fin,"SPI CONSULTANTS",14297.85,2008-05-26,2008,2008,14297.85,0,"813  TEMPORARY HELP SERVICES","SPI CONSULTANTS"
fin-6013411,fin,"KPMG LLP",23256.45,2009-03-12,2009,2009,23256.45,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIE","KPMG LLP"
fin-6011901,fin,"EDGAR TIM",24675,2008-06-26,2008,2008,24675,0,"492  RESEARCH SERVICES","EDGAR, TIM"
fin-8011690,fin,"CASCADES FINE PAPERS GROUP",24542.06,2005-11-29,2005,2005,24542.06,0,"1172 Office and Stationers Supplies","CASCADES FINE PAPERS GROUP INC."
fin-6007369,fin,"ST-JOSEPH PRINT GROUP",78016.51,2006-04-25,2006,2006,78016.51,0,"321  PRINTING SERVICES","ST-JOSEPH PRINT GROUP INC."
fin-4000104,fin,"VERITAAQ TECHNOLOGY HOUSE",10500,2010-02-16,2010,2010,10500,0,"472  INFORMATION TECHNOLOGY CONSULTANTS","VERITAAQ TECHNOLOGY HOUSE INC."
fin-6004664,fin,"STEWART AGENCY",24990,2004-04-01,2004,2005,24990,0,"447  Tuition fees and costs of attending courses not elsewhere specified","STEWART AGENCY"
fin-6012075,fin,"DAVIES WARD PHILLIPS & VINEBERG",24675.11,2008-08-05,2008,2008,24675.11,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","DAVIES WARD PHILLIPS & VINEBERG"
fin-6004658,fin,CILFO,21600,2004-04-05,2004,2004,21600,0,"447  Tuition fees and costs of attending courses not elsewhere specified",CILFO
fin-7002641,fin,"DARE HUMAN RESOURCES",15407.1,2006-11-22,2006,2007,15407.1,0,"813  TEMPORARY HELP SERVICES","DARE HUMAN RESOURCES"
fin-8013440,fin,"INITIAL SECURITY",489342.68,2006-04-01,2006,2007,489342.68,0,"460  PROTECTION SERVICES","INITIAL SECURITY"
fin-6015273,fin,"TECK RESOURCES",10001,2012-12-01,2012,2013,10001,0,"491  MANAGEMENT CONSULTING","Teck Resources Ltd."
fin-6074130617,fin,"THE CANADIAN PRESS",177500.4,2014-04-01,2014,2017,57996.12,3,"561  ELECTRONIC SUBSCRIPTIONS AND ELECTRONIC PUBLICATIONS","The Canadian Press"
fin-7003414,fin,"SPHERION STAFFING SOLUTION",10261.86,2007-10-09,2007,2007,10261.86,0,"813  TEMPORARY HELP SERVICES","SPHERION STAFFING SOLUTION"
fin-4000151,fin,"THE AIM GROUP",24983.44,2010-05-10,2010,2010,15415.31,2,"813 TEMPORARY HELP SERVICES","The Aim Group"
fin-8020495,fin,"TERAMACH TECHNOLOGIES",193808.32,2008-03-18,2008,2008,193808.32,0,"1226 COMPUTER EQUIPMENT  LARGE/MEDIUM  MAINFRAME MINI",TERAMACH
fin-6007460435,fin,"AGILYSYS CANADA",24751,2007-05-07,2007,2008,24751,0,"472  INFORMATION TECHNOLOGY CONSULTANTS","Agilysys Canada Inc."
fin-8013507,fin,VALPRINCE,12626,2006-05-29,2006,2006,12626,0,"491  MANAGEMENT CONSULTING SERVICES","VALPRINCE INC."
fin-6008928,fin,"BELL SECURITY SOLUTIONS (BSS",24758.95,2007-02-19,2007,2007,24758.95,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","BELL SECURITY SOLUTIONS INC. - (BSS"
fin-7003419,fin,"SPHERION STAFFING SOLUTION",24525.75,2007-10-09,2007,2008,24525.75,0,"813  TEMPORARY HELP SERVICES","SPHERION STAFFING SOLUTION"
fin-7003997,fin,"BMCI CONSULTING",17418.59,2008-07-02,2008,2008,17418.59,0,"813  TEMPORARY HELP SERVICES","BMCI CONSULTING INC."
fin-6012859,fin,"CAROLE TAYLOR",21001.05,2008-12-18,2008,2009,21001.05,2,"491  MANAGEMENT CONSULTING","CAROLE TAYLOR"
fin-8030467,fin,KRUG,15293.79,2015-11-16,2016,2016,15293.79,0,"1231 OFFICE FURNITURE AND FURNISHINGS","Krug Inc."
fin-6013009,fin,"THE TRICO GROUP",34739.7,2009-01-25,2009,2009,34739.7,0,"311  PUBLISHING SERVICES","The Trico Group"
fin-7001482,fin,"SYSTEMATIX IT SOLUTIONS",62595,2005-07-06,2005,2005,62595,0,"813  Temporary Help Services","Systematix IT Solutions Inc."
fin-6007440042,fin,"IKON OFFICE SOLUTION",29747.5,2004-07-29,2004,2004,29747.5,0,"670  Computer equipment—hardware and software","IKON OFFICE SOLUTION"
fin-8009860,fin,"AGILYSYS CANADA",34562.07,2005-01-03,2005,2005,34562.07,0,"1227 Computer Equipment - Small - Desktop/Personal/Portable/Keyboard","Agilysys Canada Inc."
fin-6014407,fin,"KNOWLEDGE CIRCLE LEARNING SERVICES",11123.56,2010-08-09,2010,2010,11123.56,0,"447 TUITION FEES AND COSTS OF ATTENDING COURSES","Knowledge Circle Learning Services"
fin-8027070,fin,"GRAND & TOY",10454.76,2012-10-26,2012,2012,10454.76,0,"1172 OFFICE AND STATIONERS SUPPLIES","Grand & Toy"
fin-7003539,fin,"PERSONNEL OUTAOUAIS",18177.68,2007-11-26,2007,2008,18177.68,0,"813  TEMPORARY HELP SERVICES","Personnel Outaouais Inc."
fin-7001370,fin,"BARBARA PERSONNEL",13347.18,2005-04-01,2005,2005,13347.18,0,"813  Temporary help services","BARBARA PERSONNEL INC."
fin-6014667,fin,"JASON BARG",24471.57,2011-02-01,2011,2011,24471.57,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","Jason Barg"
fin-6074110280,fin,"INTEGRA NETWORKS CORPORATION",353427.24,2012-02-28,2012,2012,353427.24,0,"1226 COMPUTER EQUIPMENT  LARGE/MEDIUM  MAINFRAME COMPUTER","Integra Networks Corporation"
fin-6006019,fin,"FGI WORLD",80250,2005-05-01,2005,2006,80250,0,"499  Other professional services not otherwise specifie","FGI World"
fin-8020145,fin,"SIMPLEX INDUSTRIES",16147.43,2008-03-22,2008,2008,16147.43,0,"630  OFFICE BUILDINGS","SIMPLEX INDUSTRIES"
fin-6007480342,fin,"COMPUPHILE SYSTEMS",351919.35,2009-04-01,2009,2012,114435.59,3,"1228 COMPUTER SOFTWARE","Compuphile Systems Inc."
fin-6074130396,fin,"COSSETTE COMMUNICATIONS",837820.1,2013-10-03,2013,2014,837820.1,0,"301  ADVERTISING SERVICES","Cossette Communications Inc."
fin-4000978,fin,ORANGUTECH,15913.79,2016-11-01,2018,2018,15913.79,0,"583  LICENSE AND MAINTENANCE FEES FOR APPLICATION SOFTWARE","Orangutech Inc."
fin-4000529,fin,"EXCEL HUMAN RESOURCES",14315.29,2014-09-19,2014,2014,14315.29,0,"813  TEMPORARY HELP SERVICES","Excel Human Resources"
fin-6010522,fin,SYSNOVATORS,77592,2007-12-07,2007,2008,77592,0,"491  MANAGEMENT CONSULTING","SYSNOVATORS LTD."
fin-6005498,fin,"BMB CONSULTING SERVICES",17120,2004-12-30,2004,2005,17120,0,"491  Management Consulting Services","BMB CONSULTING SERVICES INC."
fin-8010093,fin,"XEROX CANADA",80789.28,2005-03-18,2005,2008,80789.28,0,"533  Rental of machinery office furniture and fixtures","XEROX CANADA LTD."
fin-7001334,fin,"BARBARA PERSONNEL",15875.05,2005-03-22,2005,2005,15875.05,0,"813  Temporary help services","BARBARA PERSONNEL INC."
fin-6007490260,fin,"MDG COMPUTERS CANADA",232782.15,2010-02-26,2010,2010,232782.15,0,"1227 COMPUTER EQUIPMENT  SMALL  DESKTOP / PERSONAL /","MDG COMPUTERS CANADA"
fin-4000230,fin,"EXCEL HUMAN RESOURCES",21018,2010-12-06,2010,2011,12076.88,2,"813  TEMPORARY HELP SERVICES","Excel Human Resources"
fin-8013670,fin,"NORTHERN MICRO",17618.62,2006-06-09,2006,2006,17618.62,0,"1227 COMPUTER EQUIPMENT - SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD","NORTHERN MICRO INC."
fin-4000475,fin,"ARTEMP PERSONNEL SERVICES",46866.75,2014-05-14,2014,2014,9492,3,"813  TEMPORARY HELP SERVICES","Artemp Personnel Services Inc."
fin-6005102,fin,"GARNEAU RAYMOND",24931,2004-08-12,2004,2005,24931,0,"819  Non-professional personal service contracts not elsewhere specified","Garneau, Raymond"
fin-7001460,fin,"ROBERT HALF CANADA",17687.1,2005-06-29,2005,2005,17687.1,0,"813  Temporary help services","ROBERT HALF CANADA INC."
fin-6007440003,fin,"CJRK COMPUTER CONSULTING",13278.7,2004-05-07,2004,2004,13278.7,0,"671  Other office equipment","CJRK COMPUTER CONSULTING INC"
fin-8026893,fin,"RESEARCH IN MOTION LIMITED",13560,2012-07-20,2012,2012,14459.48,0,"473  INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS CONSULTANTS","Research in Motion Limited"
fin-6014752,fin,"CANADA UNPLUGGEDCOM",11023.15,2011-07-01,2011,2012,11023.15,0,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","Canada Unplugged.Com Inc."
fin-8028376,fin,"4 OFFICE AUTOMATION",18586.79,2014-07-31,2014,2015,13831.2,3,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","4 Office Automation Ltd."
fin-6006388,fin,"MEDIA Q",24877.5,2005-04-01,2005,2005,24877.5,0,"499  Other Professional Services not Elsewhere Specified","MEDIA Q INC."
fin-6014046,fin,"INDEPENDENT LINEN SERVICE",10000,2010-04-01,2010,2011,10000,0,"859  OTHER BUSINESS SERVICES NOT ELSEWHERE SPECIFIED","INDEPENDENT LINEN SERVICE"
fin-8026381,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",13608.81,2011-12-01,2011,2013,12963.36,2,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","Konica Minolta Business Solutions"
fin-6074130232,fin,"NRG RESEARCH GROUP",49839.84,2013-07-22,2013,2014,49839.84,0,"341  COMMUNICATIONS RESEARCH SERVICES","NRG Research Group Inc."
fin-8025664,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",29295.4,2010-10-01,2010,2014,17223.9,4,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","Konica Minolta Business Solutions"
fin-6007400282,fin,"BUREAU VAN DIJK",17126.21,2011-01-18,2011,2012,17126.21,0,"812  COMPUTER SERVICES","Bureau Van Dijk"
fin-7001596,fin,"AZUR RESSOURCES HUMAINES LTÉE",10172.17,2005-09-26,2005,2005,10172.17,0,"813  Temporary Help Services","AZUR RESSOURCES HUMAINES LTÉE."
fin-4000687,fin,"EXCEL HUMAN RESOURCES",33402.35,2015-05-12,2015,2015,26555.9,2,"813  TEMPORARY HELP SERVICES","Excel HR"
fin-6012125,fin,"JASON MACLEAN",10500,2008-09-15,2008,2009,10500,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","JASON MACLEAN"
fin-8027467,fin,"PRINTER PLUS",19210,2013-06-25,2013,2013,19210,0,"1283  COMPUTER EQUIPMENT RELATED TO DISTRIBUTED COMPUTING ENVIRONMENT (OCD) - DESKTOP/PERSONAL/PORTABLE (INCLUDES ALL RELATED PARTS AND PERIPHERALS)","Printer Plus"
fin-4000235,fin,"AJILON CONSULTING",49996.85,2011-01-10,2011,2011,49996.85,0,"812  COMPUTER SERVICES","Ajilon Consulting"
fin-8010958,fin,"BEARINGPOINT LP",24741.08,2005-09-07,2005,2005,24741.08,0,"491  Management Consulting","BEARINGPOINT LP"
fin-8008285,fin,"METAFORE CORPORATION",21554.08,2004-05-11,2004,2004,21554.08,0,"1227 Computer equipment – small – desktop / personal / portable / keyboard","METAFORE CORPORATION"
fin-7003607,fin,"API (ALLIANCE PERSONNEL)",13086.5,2008-01-02,2008,2008,13086.5,0,"813  TEMPORARY HELP SERVICES","API (ALLIANCE PERSONNEL INC.)"
fin-8025890,fin,"XEROX CANADA",34455.96,2011-03-01,2011,2014,34455.96,0,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","Xerox Canada Ltd."
fin-6005435,fin,"KPMG LLP",475080,2004-11-26,2004,2005,475080,0,"499  Other professional services not otherwise specifie","KPMG LLP"
fin-7002517,fin,"BARBARA PERSONNEL",30773.66,2006-10-24,2006,2007,30773.66,0,"813  TEMPORARY HELP SERVICES","BARBARA PERSONNEL INC."
fin-6014678,fin,"DENISE ELLIS",66160,2011-02-17,2011,2011,16950,3,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","Denise Ellis"
fin-8019814,fin,"NORTHERN MICRO",22840.65,2008-01-29,2008,2008,22840.65,0,"1227 COMPUTER EQUIPMENT  SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD","NORTHERN MICRO INC."
fin-6006969,fin,"P F CONSULTATION",24877.5,2006-01-30,2006,2006,24877.5,0,"491  MANAGEMENT CONSULTING","P F Consultation Inc."
fin-6007450121,fin,"AGILYSYS CANADA",23957.3,2005-11-02,2005,2005,23957.3,0,"1227 Computer Equipment – Small – Desktop/Personal/Portable/Keyboard","AGILYSYS CANADA, INC."
fin-7001650,fin,"EXCEL HUMAN RESOURCES",12840.64,2005-10-24,2005,2005,12840.64,0,"813  Temporary Help Services","EXCEL HUMAN RESOURCES"
fin-6007480253,fin,"SAS INSTITUTE",78750,2008-12-31,2008,2009,78750,0,"812  COMPUTER SERVICES","SAS INSTITUTE"
fin-7002998,fin,"MAXSYS PROFESSIONAL AND",28095.3,2007-04-02,2007,2007,28095.3,0,"813  TEMPORARY HELP SERVICES","MAXSYS PROFESSIONAL AND"
fin-6013634,fin,"GROUPE CCL OTTAWA",10400,2009-06-22,2009,2009,10400,0,"447  TUITION FEES AND COSTS OF ATTENDING COURSES INCLUD","GROUPE CCL OTTAWA"
fin-7001336,fin,"ALTIS SPR",34877.19,2005-03-21,2005,2005,34877.19,0,"813  Temporary help services","Altis SPR"
fin-8030409,fin,KRUG,23626.21,2015-10-27,2016,2016,23626.21,0,"1231 OFFICE FURNITURE AND FURNISHINGS","Krug Inc."
fin-6011289,fin,H3CREATIVE,24633,2008-03-31,2008,2008,24633,0,"492  RESEARCH SERVICES","H3Creative Inc."
fin-6008821,fin,"THE PROFESSIONAL DEVELOPMENT INSTIT",40343.6,2007-01-26,2007,2007,40343.6,0,"311  PUBLISHING SERVICES","THE PROFESSIONAL DEVELOPMENT INSTIT"
fin-6007470349,fin,ITEX,16346.55,2008-03-14,2008,2008,16346.55,0,"1227 COMPUTER EQUIPMENT  SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD","ITEX INC."
fin-600748202A,fin,"RL POLK CANADA",85200.95,2008-10-01,2008,2011,27696.91,3,"812 COMPUTER SERVICES","R.L. Polk Canada Inc."
fin-6014866,fin,"ANDREW KALOTAY ASSOCIATES",320816.04,2012-04-01,2012,2016,76681.8,4,"491  MANAGEMENT CONSULTING SERVICES","Andrew Kalotay Associates Inc."
fin-4000292,fin,"CISTEL TECHNOLOGY",159346.96,2011-09-20,2011,2013,62528.55,4,"473  INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS CONSULTANTS","Cistel Technology Inc."
fin-8025446,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",16112.65,2010-08-01,2010,2013,15385.17,2,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","Konica Minolta Business Solutions"
fin-6074130299,fin,"THE MASHA KRUPP TRANSLATION GROUP",2034573.64,2014-05-15,2014,2017,1355677.95,2,"494  TRANSLATION SERVICES","The Masha Krupp Translation Group"
fin-7003611,fin,CALIAN,16980.41,2008-01-02,2008,2008,16980.41,0,"813  TEMPORARY HELP SERVICES",CALIAN
fin-4000009,fin,MANPOWER,63134.27,2009-07-14,2009,2010,7531.81,3,"813  TEMPORARY HELP SERVICES",MANPOWER
fin-7001907,fin,"DYNAMIC PERSONNEL CONSULTANTS",10432.5,2006-03-22,2006,2006,10432.5,0,"813  TEMPORARY HELP SERVICES","DYNAMIC PERSONNEL CONSULTANTS"
fin-6011312,fin,"MOORE CONSULTING SERVICES",21000,2008-04-01,2008,2009,21000,0,"630  OFFICE BUILDINGS","MOORE CONSULTING SERVICES INC."
fin-6014566,fin,"THE LOWE MARTIN GROUP",44208.23,2010-09-23,2010,2010,44208.23,0,"311 PUBLISHING SERVICES","The Lowe Martin Group"
fin-6014511,fin,"ECOLE DE LANGUES ABCE",28812,2010-09-27,2010,2011,28812,0,"447 TUITION FEES AND COSTS OF ATTENDING COURSES","Ecole de Langues ABCE Inc."
fin-6006412,fin,"NCR ASSOCIATES",15515,2005-08-08,2005,2006,15515,0,"491  Management Consulting","NCR ASSOCIATES"
fin-8027276,fin,"XEROX CANADA",26245.02,2013-03-03,2013,2016,25859.46,0,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","Xerox Canada Ltd."
fin-6074141297,fin,"MICROSOFT CANADA",25357.2,2014-12-05,2014,2015,25357.2,0,"473  INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS CONSULTANTS","Microsoft Canada Inc."
fin-6013638,fin,"CENTRE LINGUISTIQUE DU COLLEGE DE JONQUIÈRE",16800,2009-07-27,2009,2009,16800,0,"447  TUITION FEES AND COSTS OF ATTENDING COURSES","CENTRE LINGUISTIQUE DU COLLEGE DE JONQUIÈRE"
fin-7003951,fin,"SPHERION STAFFING SOLUTION",84000,2008-06-02,2008,2008,84000,0,"813  TEMPORARY HELP SERVICES","SPHERION STAFFING SOLUTION"
fin-6007234,fin,"H & K COMMUNICATIONS",24877.5,2006-04-01,2006,2007,24877.5,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","H & K Communications"
fin-6006506,fin,"CINNABAR NETWORK",68653.34,2005-09-12,2005,2005,68653.34,0,"499  Other Professional Services not Elsewhere Specified","Cinnabar Network Inc."
fin-6005880,fin,"ÉCOLE DE LANGUES ABCE",12782,2005-04-05,2005,2005,12782,0,"447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","École de Langues ABCE Inc."
fin-6009338,fin,"6558682 CANADA (IRENE HEALY)",23850,2007-05-01,2007,2007,23850,0,"491  MANAGEMENT CONSULTING","6558682 CANADA INC. (Irene Healy)"
fin-6014847,fin,"EQUINOX LANGUAGE CENTRE",15732,2012-01-03,2012,2012,14250,0,"447 TUITION FEES AND COSTS OF ATTENDING COURSES","EQUINOX LANGUAGE CENTRE INC."
fin-6012804,fin,"STEPHEN NEIMAN & ASSOCIATES",23520,2008-12-08,2008,2009,23520,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","STEPHEN NEIMAN & ASSOCIATES INC."
fin-6013624,fin,"PAT FORAN",45000,2009-06-17,2009,2010,45000,0,"202  MANAGEMENT CONSULTING","PAT FORAN"
fin-8011443,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",14213.88,2005-10-17,2005,2008,14213.88,0,"533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
fin-7001363,fin,"BARBARA PERSONNEL",27237.06,2005-04-04,2005,2005,27237.06,0,"813  Temporary help services","BARBARA PERSONNEL INC."
fin-6010049,fin,CILFO,29913,2007-10-01,2007,2008,29913,0,"447  TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED",CILFO
fin-6007440114,fin,"MONEYLINE TELERATE CANADA",20569.04,2004-10-05,2004,2004,20569.04,0,"812  Computer services-except those purchased from othe","MONEYLINE TELERATE CANADA INC."
fin-6010338,fin,"DAVID COGLIATI",24168,2007-11-12,2007,2008,24168,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","DAVID COGLIATI"
fin-6074141387,fin,"CSDC SYSTEMS",26371.48,2015-03-28,2015,2016,26371.48,0,"583  LICENSE AND MAINTENANCE FEES FOR APPLICATION SOFTWARE","CSDC Systems Inc."
fin-6007470037,fin,ALLSTREAM,27494.03,2007-08-01,2007,2008,27494.03,0,"812  COMPUTER SERVICES",ALLSTREAM
fin-8019440,fin,"LINDSAY-LABERGE & ASSOCIATES",24115,2007-11-02,2007,2008,24115,0,"491  MANAGEMENT CONSULTING","LINDSAY-LABERGE & ASSOCIATES"
fin-6013344,fin,"INDEPENDENT LINEN SERVICE",10000,2009-04-01,2009,2010,10000,0,"859  OTHER BUSINESS SERVICES NOT ELSEWHERE SPECIFIED","INDEPENDENT LINEN SERVICE"
fin-7001292,fin,"TEMPORARILY YOURS",19195.8,2005-02-18,2005,2005,19195.8,0,"813  Temporary help services","TEMPORARILY YOURS"
fin-6008925,fin,"470621 BC",56180,2007-02-19,2007,2007,56180,0,"491  MANAGEMENT CONSULTING","470621 BC LTD."
fin-6007470038,fin,"THOMSON CANADA LIMITED",17251.86,2007-07-01,2007,2008,17251.86,0,"812  COMPUTER SERVICES","THOMSON CANADA LIMITED"
fin-6008137,fin,"GLOBAL INSIGHTS (CANADA)",23320,2006-09-26,2006,2006,23320,0,"819  NON-PROFESSIONAL PERSONAL SERVICE CONTRACTS NOT ELSEWHERE SPECIFIED","Global Insights (Canada) Ltd."
fin-6010418,fin,"CENTRE LINGUISTIQUE DU COLLEGE DE JONQUIÈRE",17325,2008-01-28,2008,2008,17325,0,"447  TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","CENTRE LINGUISTIQUE DU COLLEGE DE JONQUIÈRE"
fin-6005083,fin,"MACPHERSON LESLIE & TYERMAN LLP",63060,2004-08-05,2004,2005,63060,0,"499  Other professional services not otherwise specified","MACPHERSON LESLIE & TYERMAN LLP"
fin-6013895,fin,"LISA CORMIER ET ASSOCIES",10500,2009-11-16,2009,2010,5250,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","LISA CORMIER ET ASSOCIES"
fin-6007480411,fin,"HAVER ANALYTICS",112118.32,2009-06-09,2009,2011,56680.89,3,"812  COMPUTER SERVICES","HAVER ANALYTICS"
fin-6074110025,fin,AGENCY59,75496.18,2011-05-20,2011,2012,49426.2,2,"301 ADVERTISING SERVICES","Agency59 Ltd."
fin-6014764,fin,"SUZANNE NAULT",34700.89,2011-07-04,2011,2014,9661.5,3,"491  MANAGEMENT CONSULTING","Suzanne Nault"
fin-6074110125,fin,SYNERSOLUTIONS,123179.04,2011-10-21,2011,2011,123179.04,0,"1226 COMPUTER EQUIPMENT - LARGE/ MEDIUM","SynerSolutions Inc."
fin-8009213,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",27747.25,2004-12-09,2004,2009,27747.25,0,"533  Rental of machinery office furniture and fixtures","KONICA MINOLTA BUSINESS SOLUTIONS"
fin-6007365,fin,"THE TRICO GROUP",60409.31,2006-04-25,2006,2006,60409.31,0,"321  PRINTING SERVICES","The Trico Group"
fin-4000174,fin,"HARRINGTON STAFFING SERVICES",72964.26,2010-06-30,2010,2012,27300,3,"472  INFORMATION TECHNOLOGY CONSULTANTS","Harrington Staffing Services"
fin-6074130555,fin,"EBSCO CANADA",193734.18,2014-02-01,2014,2017,52929.09,3,"361  ELECTRONIC SUBSCRIPTIONS AND ELECTRONIC PUBLICATIONS","EBSCO Canada Ltd."
fin-8029050,fin,"CANADA COUNCIL FOR THE ARTS",11034.45,2014-12-18,2014,2016,11034.45,0,"570  RENTAL - OTHER","Canada Council For The Arts"
fin-6016302,fin,"THE JIM PATTISON GROUP",10001,2014-09-01,2014,2015,10001,0,"262  NON-PUBLIC SERVANT TRAVEL - STAKEHOLDER ENGAGEMENT","The Jim Pattison Group"
fin-6006129,fin,"SAMSON & ASSOCIÉS",17655,2005-05-15,2005,2005,17655,0,"499  Other professional services not otherwise specified","SAMSON & ASSOCIÉS"
fin-6013651,fin,"RGE MONITOR",27142.17,2009-07-01,2009,2010,27142.17,0,"812  COMPUTER SERVICES","RGE MONITOR"
fin-7004028,fin,"SYSTEMATIX IT SOLUTIONS",57102.34,2008-07-21,2008,2008,57102.34,0,"813  TEMPORARY HELP SERVICES","SYSTEMATIX IT SOLUTIONS INC."
fin-8011669,fin,"AGILYSYS CANADA",12198,2005-11-23,2005,2005,12198,0,"1227 Computer Equipment – Small – Desktop/Personal/Portable/Keyboard","AGILYSYS CANADA, INC."
fin-7002847,fin,"ARTEMP PERSONNEL  SERVICES",12710.46,2007-02-08,2007,2007,12710.46,0,"813  TEMPORARY HELP SERVICES","ARTEMP PERSONNEL  SERVICES INC."
fin-8017944,fin,"GLOBAL UPHOLSTERY CO",10866.06,2007-07-26,2007,2007,10866.06,0,"1231 OFFICE FURNITURE AND FURNISHINGS, INCLUDING PARTS","GLOBAL UPHOLSTERY CO. LTD."
fin-7004265,fin,"HARRINGTON STAFFING SERVICES",13466.25,2009-01-12,2009,2009,13466.25,2,"813  TEMPORARY HELP SERVICES","HARRINGTON STAFFING SERVICES"
fin-8011293,fin,"SENSIBLE SECURITY SOLUTIONS",18297,2005-09-21,2005,2005,18297,0,"670  Computer Equipment - Hardware and Software","SENSIBLE SECURITY SOLUTIONS INC."
fin-6074160769,fin,"HARRIS DECIMA",88275.6,2016-09-07,2016,2017,88275.6,0,"341  COMMUNICATIONS RESEARCH SERVICES","Harris Decima Inc."
fin-6011606,fin,CILFO,22230,2008-05-14,2008,2008,22230,0,"447  TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED",CILFO
fin-6014590,fin,"FORETHOUGHT RISK",237300,2010-11-23,2010,2011,237300,0,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","Forethought Risk"
fin-8011574,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",15247.5,2005-11-04,2005,2010,15247.5,0,"533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
fin-7002000,fin,ARTEMP,23362.12,2006-05-11,2006,2006,23362.12,0,"813  TEMPORARY HELP SERVICES",ARTEMP
fin-7001893,fin,"EXCEL HUMAN RESOURCES",14441.95,2006-03-13,2006,2006,14441.95,0,"813  TEMPORARY HELP SERVICES","EXCEL HUMAN RESOURCES"
fin-8018566,fin,"HACKETT CONSULTING",24994.8,2007-10-09,2007,2007,24994.8,0,"491  MANAGEMENT CONSULTING","HACKETT CONSULTING INC."
fin-6007720,fin,"PETER BIRCH SORENSEN",18399.95,2006-07-03,2006,2006,18399.95,0,"499  OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","Peter Birch Sorensen"
fin-6074100417,fin,"IPSOS-REID CORPORATION",111112.9,2011-02-24,2011,2011,111112.9,0,"341  COMMUNICATIONS RESEARCH SERVICES","IPSOS-Reid Corporation"
fin-6014414,fin,ACART,12825.65,2010-07-19,2010,2011,12825.65,0,"859 PROFESSIONAL AND SPECIAL SERVICES",Acart
fin-8019197,fin,"KONICA MINOLTA BUSINESS SOLUTIONS",18034.41,2008-01-01,2008,2010,18034.41,0,"533  RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","KONICA MINOLTA BUSINESS SOLUTIONS"
