"operatingName","email","website","filename","alternateName","legalName"
"L.& G. Cloutier Inc.","eric.lord@lgcloutier.com","http://www.lgcloutier.com","L& G CLOUTIER INC.html",,
"L&K Industries","leslie@lkindustries.ca","http://www.lkindustries.ca","L&K INDUSTRIES.html",,"115058 Ontario Inc."
"L&M POWERTRAIN PARTS","parts@landmparts.com","http://www.lmpowertrainparts.com","L&M POWERTRAIN PARTS.html",,"L&M Truck Parts Ltd."
"L'Abbaye de Saint-Benoît-Du-Lac","abbaye@st-benoit-du-lac.com","http://www.St-Benoit-Du-Lac.com","L'ABBAYE DE SAINT-BENOIT-DU-LAC.html","Abbaye De Saint-Benoit-Du-Lac",
"L'Agence Par Groupe Voyages Quebec","stfelicien@gvq.ca","http://www.gvq.ca","L'AGENCE PAR GROUPE VOYAGES QUEBEC.html",,
"L'Agréable Comptable AC","lagreablecomptableac@hotmail.com",,"L'AGREABLE COMPTABLE AC.html",,
"L'Alliance Boviteq Inc.","bovi@boviteq.com","http://www.boviteq.com","L'ALLIANCE BOVITEQ INC.html",,
"L'Ambroisie","restaurant.ambroisie@bellnet.ca","http://www.ambroisie.ca","L'AMBROISIE.html",,
"L'Ardoise, groupe populaire en alphabétisation","lardoisegpa@hotmail.com",,"L'ARDOISE, GROUPE POPULAIRE EN ALPHABETISATION.html",,
"L'Association coopérative \u0003des pêcheurs de l’Île ltée","serge@acpi-ifca.com","http://www.acpi-ifca.com","L'ASSOCIATION COOPERATIVE \u0003DES PECHEURS DE L'ILE LTEE.html",,
"L'Atelier Avant-Garde",,"http://aag.qc.ca/","L'ATELIER AVANT-GARDE.html",,
"L'Atelier d'Usinage International Enr.",,,"L'ATELIER D'USINAGE INTERNATIONAL ENR.html",,
"L'Atelier des Maitres coloristes","capucine_99@hotmail.com","http://maitrescoloristes.ca","L'ATELIER DES MAITRES COLORISTES.html",,"9256-9607 QUÉBEC INC."
"L'Auberge des Érables","angele@cableeds.com",,"L'AUBERGE DES ERABLES.html",,
"L'Auberge du Dragon Rouge","aubergedudragonrouge@oyez.ca","http://www.oyez.ca","L'AUBERGE DU DRAGON ROUGE.html",,
"L'Avantage","info@residencelavantage.com","http://www.legroupemaurice.com/en/living-here-l-avantage.html","L'AVANTAGE.html",,"SEC L'Avantage"
"L'Entrepôt du FRIGO","info@lentrepotdufrigo.com","http://lentrepotdufrigo.com/en/","L'ENTREPOT DU FRIGO.html",,
"L'Équipe Fabconcept Inc.","efc@videotron.ca","http://equipefabconcept.com","L'EQUIPE FABCONCEPT INC.html",,
"L'Image d'Outremont","info@limagedoutremont.com","http://www.legroupemaurice.com/en/living-here-l-image-d-outremont.html","L'IMAGE D'OUTREMONT.html",,"SEC L'Image d'Outremont"
"l'Imprimerie Lescarbot Limitee","administration@lecourrier.com","http://www.lecourrier.com","L'IMPRIMERIE LESCARBOT LIMITEE.html","Le Courrier de la Nouvelle-Écosse",
"L'Imprimerie Moderne de Beauce Inc.","pverreault@imprimeriemoderne.com","http://www.imprimeriemoderne.com","L'IMPRIMERIE MODERNE DE BEAUCE INC.html","Beauce Modern Printing",
"L'imprimeur Inc.","info@l-imprimeur.ca","http://www.l-imprimeur.ca","L'IMPRIMEUR INC.html",,
"L'Indice marketing recherche et stratégie","info@indicemarketing.com","http://www.indicemarketing.com","L'INDICE MARKETING RECHERCHE ET STRATEGIE.html",,"Mathews et Couture inc"
"L'Ourson Doré","ourson.dore@enter-net.com","http://www.oursondore.qc.ca","L'OURSON DORE.html",,
"L-3 Canada Operations","sandy.lecour@L-3com.com","http://L-3com.com","L-3 CANADA OPERATIONS.html",,"L-3 Communications Canada Inc."
"L-3 Communications Electronic Systems","varahi.nathan@l-3com.com","http://www.l-3es.com","L-3 COMMUNICATIONS ELECTRONIC SYSTEMS.html",,
"L-3 Communications MAPPS Inc.","inquiries.mapps@L-3Com.com","http://www.mapps.l-3com.com","L-3 COMMUNICATIONS MAPPS INC.html",,
"L-Con Industries Inc","tracy@Lconindustries.com",,"L-CON INDUSTRIES INC.html",,
"L-M Equipment Co. (1981) Ltd.","sales@lmsaws.com","http://www.lmsaws.com","L-M EQUIPMENT CO (1981) LTD.html",,
"L-M-B Bookkeeping & Income Tax Inc","info@lmbbookkeeping.com","http://www.lmbbookkeeping.com","L-M-B BOOKKEEPING & INCOME TAX INC.html",,
"L1 Mobile Detailing","L1mobiledetailing@hotmail.com",,"L1 MOBILE DETAILING.html",,
"La  Coop Agrilait","info@agrilait.com","http://www.agrilaitcoop.com","LA  COOP AGRILAIT.html",,
"La Barberie","info@labarberie.com","http://www.labarberie.com","LA BARBERIE.html",,"Coopérative De Brasseurs Professionnels Saint-Roch"
"La Bête Créations d'apparat","johanne@la-bete.com","http://www.la-bete.com","LA BETE CREATIONS D'APPARAT.html",,
"La Boite à Pin","info@laboiteapin.com","http://laboiteapin.com","LA BOITE A PIN.html",,
"La Bouche en Folie Inc.",,"http://laboucheenfolie.com/en/index.php","LA BOUCHE EN FOLIE INC.html",,
"La Boulangerie de Rogersville Ltée","mtomato@nbnet.nb.ca",,"LA BOULANGERIE DE ROGERSVILLE LTEE.html",,
"La Boutique Du Livre","info@boutiquedulivre.ca","http://www.boutiquedulivre.ca","LA BOUTIQUE DU LIVRE.html","La Boutique du Livre",
"La Cartoucherie","info@lacartoucherie.com","http://lacartoucherie.com","LA CARTOUCHERIE.html",,"9042-6909 Québec inc."
"La Chiffrerie Laur-Ianne","chiffre@bellnet.ca",,"LA CHIFFRERIE LAUR-IANNE.html",,
"La Chocolaterie des Pères Trappistes de Mistassini inc.","info@chocolateriedesperes.com","http://www.chocolateriedesperes.com","LA CHOCOLATERIE DES PERES TRAPPISTES DE MISTASSINI INC.html",,
"La Cie Canada Tire Inc.","info@cdatire.com","http://www.cdatire.com","LA CIE CANADA TIRE INC.html",,
"La Cie Canada","sales.ca@lacie.com","http://www.lacie.com/ca","LA CIE CANADA.html",,"La Cie Peripherals Inc."
"La Clinique Visuelle de Rimouski Inc","simonlabrecqueod@cgocable.ca","http://www.cliniquevisuellederimouski.com","LA CLINIQUE VISUELLE DE RIMOUSKI INC.html",,
"La Co-op Alliance","alliancecoop@telstep.net",,"LA CO-OP ALLIANCE.html",,
"La commanderie des Costes du Rhone","foussard.claude@gmail.com",,"LA COMMANDERIE DES COSTES DU RHONE.html",,
"La Conserverie du Quartier Inc. (2006)","conserverie@sympatico.ca","http://www.conserverie.ca","LA CONSERVERIE DU QUARTIER INC (2006).html",,
"La Coop des Appalaches","appalaches@appalaches.coop",,"LA COOP DES APPALACHES.html",,"SOCIÉTÉ COOPÉRATIVE AGRICOLE DES APPALACHES"
"La Coop fédérée","info@lacoop.coop","http://www.lacoop.coop","LA COOP FEDEREE.html",,
"La Coop St-Jacques De Leeds","scastjaquesleeds@bellnet.ca",,"LA COOP ST-JACQUES DE LEEDS.html","Unimat St-Jacques De Leeds","S.C.A. St-Jacques De Leeds"
"La Croisée de l'Est","info@lacroiseedelest.com","http://www.legroupemaurice.com/en/living-here-croisee-de-l-est.html","LA CROISEE DE L'EST.html",,"SEC La Croisée de l'Est"
"La Difference Publishing","info@multidifference.com","http://www.multidifference.com","LA DIFFERENCE PUBLISHING.html",,
"La Fabrica Fashions Inc","info@lafabricamarine.com","http://www.lafabricamarine.com","LA FABRICA FASHIONS INC.html",,
"La Ferblanterie du Saguenay Inc.","info@prosagmecanique.com","http://www.prosagmecanique.com","LA FERBLANTERIE DU SAGUENAY INC.html",,
"La Filature de l'Isle-Verte (1998) Ltée","filature@bellnet.ca","http://www.filature.ca","LA FILATURE DE L'ISLE-VERTE (1998) LTEE.html",,
"La Financière Agricole Du Québec","alma@fadq.qc.ca","http://www.financiereagricole.qc.ca","LA FINANCIERE AGRICOLE DU QUEBEC.html",,
"La Fleche Roofing (1992) Limited","info@laflecheroofing.com","http://www.laflecheroofing.com","LA FLECHE ROOFING (1992) LIMITED.html",,
"La Fondation de L'U.Q.A.C.","fuqac@uqac.ca","http://www.uqac.ca","LA FONDATION DE L'UQAC.html","Fondation de L&#39;Université du Québec à Chicoutimi",
"La forge d'Ilmarinen","info@forgeilmarinen.com","http://www.forgeilmarinen.com","LA FORGE D'ILMARINEN.html",,
"La Fourmi Bionique Inc","infolfb@lafourmibionique.com","http://www.lafourmibionique.com","LA FOURMI BIONIQUE INC.html",,
"La Fromagerie Montebello","admin@fromagerie-montebello.ca","http://www.fromagerie-montebello.ca","LA FROMAGERIE MONTEBELLO.html",,"7717652 Canada Inc"
"LA GANTOISE INC.","info@lagantoise.com","http://www.lagantoise.com","LA GANTOISE INC.html",,
"La Goulette Inc","globalia7@gmail.com",,"LA GOULETTE INC.html",,
"LA HAIE VIGNÉE inc.","info@lahaievignee.com","http://www.lhvdesign.com","LA HAIE VIGNEE INC.html",,
"La London Life","diane.menard@londonlife.com","http://www.freedom55financial.com","LA LONDON LIFE.html",,
"La machine à web","info@lamachineaweb.com","http://www.lamachineaweb.com","LA MACHINE A WEB.html",,
"La Maison Aorhenche","aorhenche@videotron.ca","http://www.maisonaorhenche.com/","LA MAISON AORHENCHE.html",,
"La Maison Claire Daniel","lamaisonclairedaniel@bellnet.ca","http://www.lamaisonclairedaniel.com","LA MAISON CLAIRE DANIEL.html",,
"La Maison Internationale Boulianne Lamoureux","lamaisonbl@xplornet.ca","http://lamaisonbl.jimdo.com","LA MAISON INTERNATIONALE BOULIANNE LAMOUREUX.html",,"Entreprise Individuel"
"La Maison Le Grand","info@maisonlegrand.com","http://www.maisonlegrand.com","LA MAISON LE GRAND.html",,"90904962 Quebec Inc."
"La Massagerie","lamassagerie@lamassagerie.com","http://www.lamassagerie.com","LA MASSAGERIE.html",,"La Massagerie inc."
"La Menuiserie Daigle Woodworking Ltée",,,"LA MENUISERIE DAIGLE WOODWORKING LTEE.html",,
"LA MENUISERIE DE EAST ANGUS INC.","menuiserieea@qc.aira.com",,"LA MENUISERIE DE EAST ANGUS INC.html",,
"La Meunerie De Cacouna 2009 Inc.","adm@meuneriecacouna.com",,"LA MEUNERIE DE CACOUNA 2009 INC.html",,
"L.A. Mint Inc.","barry@classic-insignia.com","http://www.classic-insignia.com","LA MINT INC.html",,
"La Mousse Acadienne (1979) Ltée","acadianp@acadianpeat.com","http://www.acadianpeat.com","LA MOUSSE ACADIENNE (1979) LTEE.html","ACADIAN PEAT MOSS (1979) LTD.",
"La Papeterie Saint-Gilles","papier@papeteriesaintgilles.com","http://www.papeteriesaintgilles.com","LA PAPETERIE SAINT-GILLES.html",,
"La Patate Lac-Saint-Jean","info@plsj.ca","http://www.plsj.ca/","LA PATATE LAC-SAINT-JEAN.html",,
"La Pâtisserie des Iles (2001)Ltée",,,"LA PATISSERIE DES ILES (2001)LTEE.html",,"La Pâtisserie des Iles (2001) Ltée"
"La Petite Imprimerie Ltée.","lpi@nbnet.nb.ca",,"LA PETITE IMPRIMERIE LTEE.html",,
"La Pourvoirie du Cap au Leste","contact@capauleste.com","http://www.capauleste.com","LA POURVOIRIE DU CAP AU LESTE.html",,"La Pourvoirie du Cap au Leste inc."
"La Prep, HBC","2bloor@laprep.com","http://www.laprep.com/us/us-en/locations/m4w-3g7.html","LA PREP, HBC.html","9542981 Canada Inc","9542981 Canada Inc"
"LA RELIURE DU SAGUENAY ENR.","pierre@lareliuredusaguenay.com","http://www.lareliuredusaguenay.com","LA RELIURE DU SAGUENAY ENR.html",,
"LA Renaissance des îles Inc","info@lrdi.ca",,"LA RENAISSANCE DES ILES INC.html",,
"La Residence Steger","sales-993@atriaretirement.ca","http://www.LaResidenceSteger.ca","LA RESIDENCE STEGER.html",,
"La Ronge Hotel and Suites","reservations@larongehotelandsuites.com","http://www.larongehotelandsuites.com","LA RONGE HOTEL AND SUITES.html",,
"La Sentinelle","karine.desbiens.a@tc.tc","http://www.lasentinelle.ca","LA SENTINELLE.html",,
"La Société Conseil Lambda Inc.","admin@lambda.ca","http://www.lambda.ca","LA SOCIETE CONSEIL LAMBDA INC.html",,
"La Source Centre de Neuro Linguistique Inc.","pnl@ccapcable.com","http://www.lasourcecentredepnl.com","LA SOURCE CENTRE DE NEURO LINGUISTIQUE INC.html",,
"La Source d'eau Val D'Or Inc.","info@lasourcedeau.com","http://www.lasourcedeau.com","LA SOURCE D'EAU VAL D'OR INC.html",,
"La Source de la Sante","info@sourcesanteclinic.com","http://sourcesanteclinic.com/home","LA SOURCE DE LA SANTE.html",,"Centre de Sante La Source de la Sante"
"La Source DOLBEAU-MISTASSINI","lasourcedm@bellnet.ca","http://www.lasource.ca","LA SOURCE DOLBEAU-MISTASSINI.html",,
"La Tourbiere Miramichi Ltée","acadianp@acadianpeat.com","http://www.acadianpeat.com","LA TOURBIERE MIRAMICHI LTEE.html",,
"La Vache à Maillotte","info@vacheamaillotte.com","http://www.vacheamaillotte.com","LA VACHE A MAILLOTTE.html",,"9015-4931 Québec Inc."
"La vieille garde inc.","jfp@lavieillegarde.com","http://www.lavieillegarde.com","LA VIEILLE GARDE INC.html",,
"Labatt Breweries of Canada","jake.fenn@labatt.com","http://www.labatt.com","LABATT BREWERIES OF CANADA.html",,
"Label Source","info@labelsource.ca",,"LABEL SOURCE.html",,
"Labelle Acoustique","info@bruitlabelle.com","http://www.bruitlabelle.com","LABELLE ACOUSTIQUE.html",,
"Labelle Chiropractic Clinic","reception@labellechiropractic.com","http://labellechiropractic.com/","LABELLE CHIROPRACTIC CLINIC.html",,
"Labelle Photo","jean@labellephoto.com","http://www.labellephoto.com","LABELLE PHOTO.html",,
"Labelle Property Maintenance Services","labellepropertymaintenance@gmail.com","http://www.labellepropertymaintenance.com ","LABELLE PROPERTY MAINTENANCE SERVICES.html",,
"Labelle, Racicot & Associés  C.A.","info@larac.ca",,"LABELLE, RACICOT & ASSOCIES  CA.html",,
"Labeo Holdings inc.",,,"LABEO HOLDINGS INC.html",,
"Laberge Guérin & Associés Inc.","lga@royaume.com",,"LABERGE GUERIN & ASSOCIES INC.html",,
"LABOR TEK Personnel Services Ltd.","industrial@labortek.com","http://www.labortek.com","LABOR TEK PERSONNEL SERVICES LTD.html",,
"Laboratoire Bio-Services","alanguerand@bioservices.ca","http://www.bioservices.ca/en","LABORATOIRE BIO-SERVICES.html",,
"Laboratoire C. Gagnon Inc.",,,"LABORATOIRE C GAGNON INC.html",,
"Laboratoire Campeau et Bouchard Inc.","consultantjmb@videotron.ca","http://www.jeanmarcbouchard.com","LABORATOIRE CAMPEAU ET BOUCHARD INC.html",,
"Laboratoire Dentaire M.J. Inc.","info@labodentaire.com","http://www.labodentaire.com","LABORATOIRE DENTAIRE MJ INC.html",,
"Laboratoire Dentaire Opti-Dent Inc.","opti-dent@hotmail.fr",,"LABORATOIRE DENTAIRE OPTI-DENT INC.html",,
"Laboratoire Garneau","laboratoiregarneau@bellnet.ca",,"LABORATOIRE GARNEAU.html",,"99306 Canada Ltée"
"Laboratoire M2","info@laboratoirem2.com","http://www.thymox.com/en/","LABORATOIRE M2.html",,"Laboratoire M2 Inc."
"LABORATOIRE MAT INC.","labmat@labmat.com","http://www.labmat.com","LABORATOIRE MAT INC.html",,
"Laboratoires Ecologique",,"http://www.eco-seal.ca","LABORATOIRES ECOLOGIQUE.html",,
"Laboratoires Lalco Inc.","info@lalco.ca","http://www.lalco.ca","LABORATOIRES LALCO INC.html",,
"Laboratoires Reynard Inc.","info@labreynard.com","http://www.labreynard.com/en/","LABORATOIRES REYNARD INC.html","Laboratoire Bibi",
"Laboratory Services Division, Agriculture & Food Laboratory","aflinfo@uoguelph.ca","http://www.guelphlabservices.com","LABORATORY SERVICES DIVISION, AGRICULTURE & FOOD LABORATORY.html",,"University of Guelph"
"LaboVal Inc.","info@laboval.com","http://www.laboval.com","LABOVAL INC.html",,
"Labplas Inc.","labplas@labplas.com","http://www.labplas.com","LABPLAS INC.html",,
"LABpro Biomedical Inc.","michael@LABproBiomedical.com","http://www.LABproBiomedical.com","LABPRO BIOMEDICAL INC.html",,
"Labquip Ltd","masif@labquip.net","http://www.labquip.net","LABQUIP LTD.html",,
"Labrador Friendship Centre","officeadmin@lfchvgb.ca","http://www.lfchvgb.ca","LABRADOR FRIENDSHIP CENTRE.html",,
"Labrador Motors Ltd.","labradormotors.goosebay@gmcanada.com","http://www.labradormotorsgoosebay.com","LABRADOR MOTORS LTD.html",,
"Labrador North Chamber of Commerce","admin@chamberlabrador.com","http://www.chamberlabrador.com","LABRADOR NORTH CHAMBER OF COMMERCE.html",,
"LabTest Certification Inc.","info@labtestcert.com","http://www.labtestcert.com","LABTEST CERTIFICATION INC.html",,
"L.A.C. Machine & Tooling Limited","andrew@lactooling.com","http://www.lactooling.com","LAC MACHINE & TOOLING LIMITED.html",,
"Lacasse Brushes","info@brosseslacasse.com","http://www.brosseslacasse.com","LACASSE BRUSHES.html",,
"Lace Embrace Atelier Inc.","info@laceembrace.com","http://www.laceembrace.com","LACE EMBRACE ATELIER INC.html",,
"Lacewood Square Dentistry",,,"LACEWOOD SQUARE DENTISTRY.html",,
"Lachance Et Gravel",,,"LACHANCE ET GRAVEL.html",,
"Lachance Signs","lachancesigns@eastlink.ca",,"LACHANCE SIGNS.html",,
"Lacombe Sign Masters Ltd.","sales@signmasters.ca","http://www.signmasters.ca","LACOMBE SIGN MASTERS LTD.html",,
"Lacoste Langevin avocats","info@lacoste-langevin.qc.ca",,"LACOSTE LANGEVIN AVOCATS.html",,"Lacoste Langevin inc."
"Lacroix","hlacroix@lacroixconseil.com","http://www.lacroixconseil.com","LACROIX.html",,"Lacroix Groupe Conseil Inc."
"LAD7 Corporation","info@lad7.ca","http://www.lad7.ca","LAD7 CORPORATION.html",,
"Ladder up","angela@ladderupinc.com","http://www.ladderupinc.com","LADDER UP.html",,"Ladder up Marketing Inc."
"Ladiesvip.ca",,,"LADIESVIPCA.html",,
"Ladisa Carving & Woodworking","cladisa@bellnet.ca",,"LADISA CARVING & WOODWORKING.html",,"Ladisa Carving & Woodworking Div. Ladisa Carving Ltd."
"Lady Sandra Home Fashions Inc.","info@ladysandra.com","http://www.ladysandra.com","LADY SANDRA HOME FASHIONS INC.html",,
"Ladybird Digital","ted@ladybird-digital.com","http://www.ladybird-digital.com","LADYBIRD DIGITAL.html",,
"Ladybug Photography","Judi@ladybugphoto.ca","http://www.ladybug-photo.ca","LADYBUG PHOTOGRAPHY.html",,
"Ladysmith Chamber of Commerce and Visitor Center","info@ladysmithcofc.com","http://www.ladysmithcofc.com","LADYSMITH CHAMBER OF COMMERCE AND VISITOR CENTER.html",,"Ladysmith Chamber of Commerce"
"LAE Technologies Inc.","info@laetechnologies.com","http://www.laetechnologies.com","LAE TECHNOLOGIES INC.html",,
"Lafarge ACA","erin.slack@lafarge.com","http://www.lafarge.com","LAFARGE ACA.html",,"Lafarge Canada Inc."
"Lafarge Canada","jennifer.gates@lafarge.com","http://www.buildingbettercities.com","LAFARGE CANADA.html",,"Lafarge"
"Lafarge Construction Materials (Div. of Lafarge)","info@lafarge.com","http://www.lafarge.com/","LAFARGE CONSTRUCTION MATERIALS (DIV OF LAFARGE).html",,"Lafarge Canada Inc."
"Lafarge Construction Materials","shawn.mills@lafarge.com","http://www.lafarge-na.com","LAFARGE CONSTRUCTION MATERIALS.html",,"Lafarge Canada Inc."
"Lafarge","shawn.tylee@lafarge.com","http://www.lafargenorthamerica.com","LAFARGE.html",,"Lafarge Construction Materials"
"LAFCO TOOLING Inc.","info@lafco.ca","http://www.lafco.ca","LAFCO TOOLING INC.html","LAFCO TOOLING inc.",
"Laflamme Engineering","services@laflamme-ing.com","http://www.laflamme-ing.com","LAFLAMME ENGINEERING.html",,"Laflamme Industries Inc."
"Lafleur & Fils Inc.","info@porteslafleur.com","http://www.lafleurdoors.com","LAFLEUR & FILS INC.html","Lafleur portes de garage industrielles",
"Lafleur Industries Inc.","thibault@industrieslafleur.com","http://www.industrieslafleur.com","LAFLEUR INDUSTRIES INC.html",,
"Lafond Data Systems Inc.","lafond.data.systems.inc@bell.net",,"LAFOND DATA SYSTEMS INC.html",,
"Lafond Insurance & Financial Services Ltd.","lester@lafondinsurance.ca","http://www.lafondinsurance.ca","LAFOND INSURANCE & FINANCIAL SERVICES LTD.html",,
"Lafontaine Retail Consulting","angie@retailessentials.com","http://www.retailessentials.com","LAFONTAINE RETAIL CONSULTING.html",,
"Lafor International Wood Products","lafor1@shaw.ca","http://www.lafor.ca","LAFOR INTERNATIONAL WOOD PRODUCTS.html",,
"LaFrance Design","rob@lafrancedesign.com","http://www.lafrancedesign.com","LAFRANCE DESIGN.html",,"1378192 Ontario Inc."
"Lafrentz Road Marking","centreline@lafrentz.ca","http://www.lafrentz.ca","LAFRENTZ ROAD MARKING.html",,"Lafrentz Road Marking, Division of Canadian Road Builders Inc."
"Lagacé & frère inc.","info@benneslagace.com","http://www.benneslagace.com","LAGACE & FRERE INC.html",,
"Lago Marketing","rkish@lagoapparel.com","http://www.lagoapparel.com","LAGO MARKETING.html",,
"Lahave Bakery",,,"LAHAVE BAKERY.html",,
"LaHave Seafoods Limited","lahaveseafoods@eastlink.ca",,"LAHAVE SEAFOODS LIMITED.html",,
"Laidback We ''R'' Inc.","info@laptop-laidback.com","http://www.laptop-laidback.com","LAIDBACK WE ''R'' INC.html",,
"Laine Cooper HR Management Inc.","lainecooper@cooperhr.com",,"LAINE COOPER HR MANAGEMENT INC.html",,
"Laird Plastics","toronto@lairdplastics.com","http://www.lairdplastics.com","LAIRD PLASTICS.html",,"Laird Plastics Canada"
"Lajoie Inc.","info@lajoie.co","http://www.lajoie.co","LAJOIE INC.html",,"Enterprises Roland Lajoie Inc."
"Lajoie Lemieux, Notaires SENCRL","lajoielemieux@jurisconseil.com",,"LAJOIE LEMIEUX, NOTAIRES SENCRL.html",,
